"year","month","fleet","sex","partition","input_n","f8","f10","f12","f14","f16","f18","f20","f22","f24","f26","f28","f30","f32","f34","f36","f38","f40","f42","f44","f46","f48","f50","f52","f54","f56","m8","m10","m12","m14","m16","m18","m20","m22","m24","m26","m28","m30","m32","m34","m36","m38","m40","m42","m44","m46","m48","m50","m52","m54","m56"
2013,7,8,3,0,29,0,0,0,0,0,0.0450025329367817,0.135007598810345,2.05893064596329,5.81182984150868,5.56356120297232,7.69216963506792,6.225012945815,7.30747971751426,2.14631308219139,0.861874144430101,1.4272180342423,0.139789400018364,1.32305901589168,4.55135099509606,2.36725181910485,1.82796394453147,2.03457778557476,0.290653969367822,0,0,0,0,0,0.0450025329367817,0.137906192990791,0.315017730557472,0.315737408815582,1.6296738723486,4.99867866634514,3.1129042309099,3.9664960224255,6.81964553838465,4.17929733330079,3.4130879780133,1.87218389426438,5.36507803023976,3.37525845439523,3.76096077440858,4.59337105925833,0.290653969367822,0,0,0,0,0
2014,7,8,3,0,63,0,0,0,0,0,0,0,0,0,0,0.634192258920175,8.45249313223224,7.61277287928984,5.98647054631989,2.16157410394221,1.67605277505997,1.4612576328948,1.22521299032003,2.20406378441554,2.11513042909438,1.59949017720706,0.27370083555699,0.160947680373771,0,0,0,0,0,0,0,0,0,0.151512088311635,0,0.97714824149051,2.57909060578366,15.1328678165478,18.9733282769977,8.98721235580632,2.97285006661374,4.27657885787693,3.69955517975757,2.397122915145,2.05082475061446,1.69220264358623,0.27370083555699,0.272646140284645,0,0,0
2015,7,8,3,0,46,0,0,0,0,0,0,0,0,0.319997195070919,0,0,0,0.601165859857874,0,3.47566422744092,2.84362591404211,6.53972384502498,5.62807130502109,13.5141681486587,13.5141681486587,11.7122790621709,11.7122790621709,2.70283362973175,0.900944543243915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319997195070919,2.1655598393038,6.13315839655076,6.5710008796527,6.74810549350272,3.69631271158239,0.900944543243915,0,0,0,0,0
2016,7,8,3,0,97,0,0,0,0,0,0.0766885654327916,0.153377130865583,1.2128994342155,1.37635237040206,1.95454119667428,1.99842425928936,2.15208407181904,3.21579892538825,4.02930879721646,5.61478806334477,9.15521701245728,6.84740517640523,4.66877615738367,2.2442858967809,2.23244299169654,0.679584513805123,0.887861582745245,1.20626315286294,0.65796171974342,0.109660286623903,0,0,0,0,0,0,0.0766885654327916,0.899278027023273,2.64201256176387,1.71187580246965,1.65959191349124,2.07920893911392,6.50628587274742,5.50578297810464,6.32871119643334,6.57185365523947,8.08345073747867,2.91095320414302,2.86252228108375,1.42210779240081,0.128442977666628,0.137512190255186,0,0,0
2017,7,8,3,0,70,0,0,0,0,0,0.216593908846547,0,0.216593908846547,0.433187817693093,3.07014853660163,6.86655565502219,6.41746178009234,3.18157246471459,5.40317987052952,6.68515444412656,6.99101349195237,5.48124584785092,1.93600730471827,2.33802828109877,2.11768528543054,1.18825808874294,0.959218141997833,0,0,0,0,0,0,0,0,0,0,0,0.433187817693093,2.81572081500511,6.92761677870142,3.18157246471459,0.520943315889495,6.50125189845828,9.54784213353614,10.5516998247206,2.48398361250238,3.22457395297885,0.309702557535337,0,0,0,0,0,0
2018,7,8,3,0,75,0,0,0,0,0,0,0,0,0,0.335904485535383,1.67952242767692,1.50758685794797,1.28794265682588,2.72043138248929,0.804626374104672,4.12651636518849,9.51377115972192,12.1153799281985,7.97791373503996,8.35761463948985,5.16408532310949,0.55266621830773,0.120688224945107,0,0,0,0,0,0,0,0,0.156466040200791,0.284429383264902,0.167952242767691,1.17566569937384,1.80388613510824,1.8395080165221,2.57190198669051,0.868185496865992,2.57006139575592,11.2991902776191,10.1554873883219,7.67526160693876,2.44182674030364,0.352846996677973,0.124226938335801,0.248453876671601,0,0,0
2019,7,8,3,0,55,0,0,0,0,0,0,0,0,1.14654996454878,1.71982494682317,0.654159281986438,0.57327498227439,0,0.354175289711502,2.15704083282044,2.62327671453965,8.1712139583323,12.2605938684422,13.8066124753483,5.3368708518005,4.48308092543205,3.32763915910168,1.14441766444893,1.14441766444893,0.460017576705672,0,0,0,0,0,0,0,0,0.57327498227439,0.654159281986438,0.57327498227439,0.654159281986438,1.22743426426083,2.6165965006066,4.16504661020822,8.03495263736466,10.0243187225119,5.2535228285864,4.69407893036279,1.11417685869211,1.05183796211981,0,0,0,0
2021,7,8,3,0,38,0,0,0,0,0,0,2.01642584416482,0,0,7.17733265089802,3.58866632544901,0,2.71963835834612,4.36384967716764,1.73837712199169,0,4.86832818587288,4.52220164681454,15.3007541182664,5.19800234284803,2.8912266415419,2.46012915477724,0,0,0,0,0,0,0,0,0,0,0,0,3.58866632544901,3.5998464238597,1.35981917917306,6.17391378850675,1.80551326113519,3.54389038312688,5.28203693306543,8.98791189795629,2.76591291422839,4.24204356422576,1.80551326113519,0,0,0,0,0
2022,7,8,3,0,41,0,0,0.977513584413568,0,0,0,0,0,0,0.988626523525055,0.988626523525055,2.96587957057516,2.7514179932768,3.96645056184468,1.45033672592179,2.4059964004771,0.725168362960895,7.52980445387634,8.72234615916161,6.10725479248934,2.2374697264461,0,2.00114198253903,1.00057099126951,0,0,0,1.95502716882714,0,0,0,0,0.988626523525055,0.988626523525055,1.97725304705011,2.96587957057516,2.96587957057516,1.97725304705011,1.76899726599377,0.725168362960895,14.106957917718,12.3278621703352,7.01023289436247,4.88732088148261,0.536310703717238,0,0,0,0,0
2023,7,8,3,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0.159269240860459,1.26468692402993,0.506268678988761,2.19657085306797,8.34494955298037,21.9314693845219,26.6723851400301,17.0259158737076,5.80011316068309,3.62996034423426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173037845613052,0.805913010964383,0.748548110142675,3.40761732846288,1.47351174695288,3.55214472329419,1.22256167324115,0.907490086058564,0,0,0,0.17758632216585,0
2024,7,8,3,0,85,0,0,0,0,0,0,0,0.866588116977579,0.649941087733184,0.216647029244395,0,0.259254066582814,0.735155162410022,2.31767109336257,4.80577844769494,6.9880006987446,5.0661920796638,5.26886491307281,7.36896530999145,6.51815996216624,3.15489657610282,1.71453900296078,0.904348950415109,0.177192876618318,0,0,0,0,0,0.186630654111135,0,0.366736614933654,0.649941087733184,0.649941087733184,0,0.649941087733184,1.31292910450892,4.05518954135143,3.50750599277927,7.39510560853401,10.9665202847576,11.9333923295469,8.42595147889831,2.55319554506412,0,0.334824208573592,0,0,0,0
